24-09-13 03:36:38.245 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
	at org.hibernate.query.hql.internal.StandardHqlTranslator.translate(StandardHqlTranslator.java:88)
	at org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.createHqlInterpretation(QueryInterpretationCacheStandardImpl.java:145)
	at org.hibernate.query.internal.QueryInterpretationCacheStandardImpl.resolveHqlInterpretation(QueryInterpretationCacheStandardImpl.java:132)
	at org.hibernate.internal.AbstractSharedSessionContract.interpretHql(AbstractSharedSessionContract.java:802)
	at org.hibernate.internal.AbstractSharedSessionContract.createQuery(AbstractSharedSessionContract.java:852)
	... 69 common frames omitted
Caused by: org.hibernate.query.sqm.PathElementException: Could not resolve attribute 'user_name' of 'com.budgetbuddy.cloud.app.entity.User'
	at org.hibernate.query.sqm.SqmPathSource.getSubPathSource(SqmPathSource.java:95)
	at org.hibernate.query.sqm.tree.domain.AbstractSqmPath.get(AbstractSqmPath.java:196)
	at org.hibernate.query.sqm.tree.domain.AbstractSqmFrom.resolvePathPart(AbstractSqmFrom.java:198)
	at org.hibernate.query.hql.internal.DomainPathPart.resolvePathPart(DomainPathPart.java:42)
	at org.hibernate.query.hql.internal.BasicDotIdentifierConsumer.consumeIdentifier(BasicDotIdentifierConsumer.java:92)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSimplePath(SemanticQueryBuilder.java:5269)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitIndexedPathAccessFragment(SemanticQueryBuilder.java:5218)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitGeneralPathFragment(SemanticQueryBuilder.java:5193)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitGeneralPathExpression(SemanticQueryBuilder.java:1886)
	at org.hibernate.grammars.hql.HqlParser$GeneralPathExpressionContext.accept(HqlParser.java:7967)
	at org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visitChildren(AbstractParseTreeVisitor.java:46)
	at org.hibernate.grammars.hql.HqlParserBaseVisitor.visitBarePrimaryExpression(HqlParserBaseVisitor.java:777)
	at org.hibernate.grammars.hql.HqlParser$BarePrimaryExpressionContext.accept(HqlParser.java:7425)
	at org.antlr.v4.runtime.tree.AbstractParseTreeVisitor.visitChildren(AbstractParseTreeVisitor.java:46)
	at org.hibernate.grammars.hql.HqlParserBaseVisitor.visitExpressionOrPredicate(HqlParserBaseVisitor.java:917)
	at org.hibernate.grammars.hql.HqlParser$ExpressionOrPredicateContext.accept(HqlParser.java:8195)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSelectableNode(SemanticQueryBuilder.java:1430)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSelection(SemanticQueryBuilder.java:1407)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSelectClause(SemanticQueryBuilder.java:1400)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitQuery(SemanticQueryBuilder.java:1249)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitQuerySpecExpression(SemanticQueryBuilder.java:1035)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitQuerySpecExpression(SemanticQueryBuilder.java:275)
	at org.hibernate.grammars.hql.HqlParser$QuerySpecExpressionContext.accept(HqlParser.java:2132)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSimpleQueryGroup(SemanticQueryBuilder.java:1020)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSimpleQueryGroup(SemanticQueryBuilder.java:275)
	at org.hibernate.grammars.hql.HqlParser$SimpleQueryGroupContext.accept(HqlParser.java:2003)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitSelectStatement(SemanticQueryBuilder.java:490)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.visitStatement(SemanticQueryBuilder.java:449)
	at org.hibernate.query.hql.internal.SemanticQueryBuilder.buildSemanticModel(SemanticQueryBuilder.java:322)
	at org.hibernate.query.hql.internal.StandardHqlTranslator.translate(StandardHqlTranslator.java:71)
	... 73 common frames omitted
24-09-13 03:57:46.779 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 03:57:46.831 [main] INFO  c.b.cloud.app.UserApplication - Starting UserApplication using Java 21.0.4 with PID 27880 (C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user\target\classes started by rejoshi in C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user)
24-09-13 03:57:46.832 [main] INFO  c.b.cloud.app.UserApplication - No active profile set, falling back to 1 default profile: "default"
24-09-13 03:57:47.613 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-09-13 03:57:47.767 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 146 ms. Found 2 JPA repository interfaces.
24-09-13 03:57:48.004 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=ff7a8c9d-d23f-35f3-9f42-d30318c1f3eb
24-09-13 03:57:48.162 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
24-09-13 03:57:48.165 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
24-09-13 03:57:48.439 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-09-13 03:57:48.450 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-09-13 03:57:48.454 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-09-13 03:57:48.455 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
24-09-13 03:57:48.555 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-09-13 03:57:48.556 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1681 ms
24-09-13 03:57:48.710 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-09-13 03:57:48.761 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
24-09-13 03:57:48.792 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-09-13 03:57:49.095 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-09-13 03:57:49.122 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-09-13 03:57:49.470 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4f2fdf3d
24-09-13 03:57:49.472 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-09-13 03:57:49.524 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-09-13 03:57:49.525 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-09-13 03:57:50.576 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-09-13 03:57:50.663 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-09-13 03:57:50.903 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-09-13 03:57:51.397 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-09-13 03:57:51.864 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
24-09-13 03:57:51.899 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
24-09-13 03:57:51.940 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
24-09-13 03:57:51.963 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
24-09-13 03:57:51.967 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 03:57:51.976 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
24-09-13 03:57:51.976 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
24-09-13 03:57:51.976 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
24-09-13 03:57:51.976 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
24-09-13 03:57:51.976 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
24-09-13 03:57:51.976 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
24-09-13 03:57:51.977 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
24-09-13 03:57:52.360 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
24-09-13 03:57:52.363 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
24-09-13 03:57:52.365 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
24-09-13 03:57:52.367 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1726180072366 with initial instances count: 2
24-09-13 03:57:52.370 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
24-09-13 03:57:52.371 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1726180072371, current=UP, previous=STARTING]
24-09-13 03:57:52.372 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-09-13 03:57:52.373 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080: registering service...
24-09-13 03:57:52.416 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080 - registration status: 204
24-09-13 03:57:52.417 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
24-09-13 03:57:52.418 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
24-09-13 03:57:52.430 [main] INFO  c.b.cloud.app.UserApplication - Started UserApplication in 6.01 seconds (process running for 6.656)
24-09-13 03:58:04.997 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-09-13 03:58:04.997 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
24-09-13 03:58:05.000 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
24-09-13 03:58:05.203 [http-nio-8080-exec-1] INFO  c.b.c.a.service.FinancialGoalService - findUserNameByUserId Diya
24-09-13 03:58:05.207 [http-nio-8080-exec-1] INFO  c.b.c.a.service.FinancialGoalService - Diya
24-09-13 03:58:05.292 [http-nio-8080-exec-1] INFO  c.b.c.a.service.FinancialGoalService - Financial Goal of Nov2024 for user Diya Updated Successfully!
24-09-13 03:58:42.481 [http-nio-8080-exec-2] INFO  c.b.c.a.service.FinancialGoalService - Financial Goal of Nov2024 for user Diya Deleted Successfully!
24-09-13 03:59:18.913 [http-nio-8080-exec-4] INFO  c.b.cloud.app.service.UserService - User 4 fetched!
24-09-13 03:59:27.695 [http-nio-8080-exec-5] INFO  c.b.cloud.app.service.UserService - User 2 fetched!
24-09-13 15:21:03.154 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 15:21:03.208 [main] INFO  c.b.cloud.app.UserApplication - Starting UserApplication using Java 21.0.4 with PID 13476 (C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user\target\classes started by rejoshi in C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user)
24-09-13 15:21:03.210 [main] INFO  c.b.cloud.app.UserApplication - No active profile set, falling back to 1 default profile: "default"
24-09-13 15:21:04.002 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-09-13 15:21:04.157 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 146 ms. Found 2 JPA repository interfaces.
24-09-13 15:21:04.405 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=54ecf857-cd99-32b6-8451-4f7c308d3687
24-09-13 15:21:04.582 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
24-09-13 15:21:04.585 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
24-09-13 15:21:04.837 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-09-13 15:21:04.845 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-09-13 15:21:04.853 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-09-13 15:21:04.855 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
24-09-13 15:21:04.950 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-09-13 15:21:04.950 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1692 ms
24-09-13 15:21:05.096 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-09-13 15:21:05.159 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
24-09-13 15:21:05.187 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-09-13 15:21:05.487 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-09-13 15:21:05.511 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-09-13 15:21:05.855 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@611a2d82
24-09-13 15:21:05.860 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-09-13 15:21:05.919 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-09-13 15:21:05.919 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-09-13 15:21:07.082 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-09-13 15:21:07.246 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-09-13 15:21:07.561 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-09-13 15:21:08.176 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-09-13 15:21:08.269 [main] INFO  o.s.c.o.FeignClientFactoryBean - For 'budgetPlanner-service' URL not provided. Will try picking an instance via load-balancing.
24-09-13 15:21:08.796 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
24-09-13 15:21:08.818 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
24-09-13 15:21:08.849 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
24-09-13 15:21:08.874 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
24-09-13 15:21:08.879 [main] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
24-09-13 15:21:08.888 [main] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
24-09-13 15:21:09.288 [main] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
24-09-13 15:21:09.289 [main] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
24-09-13 15:21:09.291 [main] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
24-09-13 15:21:09.293 [main] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1726221069292 with initial instances count: 1
24-09-13 15:21:09.297 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application USER-SERVICE with eureka with status UP
24-09-13 15:21:09.298 [main] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1726221069298, current=UP, previous=STARTING]
24-09-13 15:21:09.300 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
24-09-13 15:21:09.300 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080: registering service...
24-09-13 15:21:09.326 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
24-09-13 15:21:09.327 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8080
24-09-13 15:21:09.341 [DiscoveryClient-InstanceInfoReplicator-%d] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_USER-SERVICE/USGURREJOSHI4.us.deloitte.com:user-service:8080 - registration status: 204
24-09-13 15:21:09.344 [main] INFO  c.b.cloud.app.UserApplication - Started UserApplication in 6.588 seconds (process running for 7.393)
24-09-13 15:26:08.903 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:26:46.997 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
24-09-13 15:26:46.997 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
24-09-13 15:26:46.999 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
24-09-13 15:31:08.907 [AsyncResolver-bootstrap-executor-%d] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
24-09-13 15:34:51.296 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
24-09-13 15:34:51.359 [main] INFO  c.b.cloud.app.UserApplication - Starting UserApplication using Java 21.0.4 with PID 2256 (C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user\target\classes started by rejoshi in C:\Users\rejoshi\Desktop\Java Training\SpringBoot\BudgetBuddy\user)
24-09-13 15:34:51.361 [main] INFO  c.b.cloud.app.UserApplication - No active profile set, falling back to 1 default profile: "default"
24-09-13 15:34:52.347 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
24-09-13 15:34:52.554 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 196 ms. Found 2 JPA repository interfaces.
24-09-13 15:34:52.888 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=54ecf857-cd99-32b6-8451-4f7c308d3687
24-09-13 15:34:53.082 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$DeferringLoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
24-09-13 15:34:53.085 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'deferringLoadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.DeferringLoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
24-09-13 15:34:53.378 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
24-09-13 15:34:53.392 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
24-09-13 15:34:53.397 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
24-09-13 15:34:53.397 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
24-09-13 15:34:53.508 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
24-09-13 15:34:53.509 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2089 ms
24-09-13 15:34:53.697 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
24-09-13 15:34:53.762 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
24-09-13 15:34:53.802 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
24-09-13 15:34:54.145 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
24-09-13 15:34:54.174 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
24-09-13 15:34:54.581 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6c9151c1
24-09-13 15:34:54.584 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
24-09-13 15:34:54.640 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
24-09-13 15:34:54.641 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
24-09-13 15:34:55.846 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
24-09-13 15:34:55.950 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
24-09-13 15:34:56.335 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
24-09-13 15:34:56.851 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
24-09-13 15:34:56.947 [main] INFO  o.s.c.o.FeignClientFactoryBean - For 'budgetPlanner-service' URL not provided. Will try picking an instance via load-balancing.
24-09-13 15:34:57.501 [main] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
24-09-13 15:34:57.530 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
24-09-13 15:34:57.560 [main] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
24-09-13 15:34:57.594 [main] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
